기관코드,유형_1,유형_2,대표기관명,전체기관명,최하위기관명,대표전화번호,새우편번호,도로명주소 - 예: 서울특별시 중구 동호로5길 15 (신당동),비고 ,
1280502.0,검찰,검찰청_지청,대검찰청,대검찰청 광주고등검찰청 광주지방검찰청 순천지청,순천지청,061-729-4200,57932.0,전라남도 순천시 왕지로 19,,
1280500.0,검찰,검찰청_지청,대검찰청,대검찰청 광주고등검찰청 광주지방검찰청 장흥지청,장흥지청,061-860-4200,59330.0,전라남도 장흥군 장흥읍 읍성로 121-1,,
1280506.0,검찰,검찰청_지청,대검찰청,대검찰청 광주고등검찰청 광주지방검찰청 해남지청,해남지청,061-530-4550,59031.0,전라남도 해남군 해남읍 중앙1로 330,,
1280518.0,검찰,검찰청_지청,대검찰청,대검찰청 광주고등검찰청 전주지방검찰청 군산지청,군산지청,063-472-4200,54079.0,전라북도 군산시 법원로 70,,
1280524.0,검찰,검찰청_지청,대검찰청,대검찰청 광주고등검찰청 전주지방검찰청 남원지청,남원지청,063-630-4200,55761.0,전라북도 남원시 용성로 59,,
1280522.0,검찰,검찰청_지청,대검찰청,대검찰청 광주고등검찰청 전주지방검찰청 정읍지청,정읍지청,063-570-4200,56172.0,전라북도 정읍시 수성6로 27,,
1280377.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 경주지청,경주지청,054-740-4500,38145.0,경상북도 경주시 화랑로 89,,
1280380.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 김천지청,김천지청,054-429-4200,39518.0,경상북도 김천시 물망골길 33,,
1280383.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 상주지청,상주지청,054-530-4500,37160.0,경상북도 상주시 북천로 17-9,,
1281234.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 서부지청,서부지청,053-570-4200,42635.0,대구광역시 달서구 장산남로 40,,
1280371.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 안동지청,안동지청,054-820-4500,36752.0,경상북도 안동시 강남로 306,,
1280387.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 영덕지청,영덕지청,054-730-4200,36427.0,경상북도 영덕군 영덕읍 경동로 8335,,
1280385.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 의성지청,의성지청,054-830-4200,37339.0,경상북도 의성군 의성읍 군청길 67,,
1280374.0,검찰,검찰청_지청,대검찰청,대검찰청 대구고등검찰청 대구지방검찰청 포항지청,포항지청,054-250-4200,37573.0,경상북도 포항시 북구 법원로 181,,
1280320.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 대전지방검찰청 공주지청,공주지청,041-840-4200,32568.0,충청남도 공주시 한적2길 34-13,,
1280324.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 대전지방검찰청 논산지청,논산지청,041-746-4500,32930.0,충청남도 논산시 강경읍 계백로 99,,
1280326.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 대전지방검찰청 서산지청,서산지청,041-660-4200,31988.0,충청남도 서산시 공림4로 23,,
1280329.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 대전지방검찰청 천안지청,천안지청,041-620-4500,31198.0,충청남도 천안시 동남구 청수14로 67,,
1280317.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 대전지방검찰청 홍성지청,홍성지청,041-640-4200,32226.0,충청남도 홍성군 홍성읍 법원로 40,,
1280347.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 청주지방검찰청 영동지청,영동지청,043-740-4200,29150.0,충청북도 영동군 영동읍 영동황간로 77,,
1280345.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 청주지방검찰청 제천지청,제천지청,043-649-4200,27165.0,충청북도 제천시 칠성로 51,,
1280343.0,검찰,검찰청_지청,대검찰청,대검찰청 대전고등검찰청 청주지방검찰청 충주지청,충주지청,043-841-4200,27357.0,충청북도 충주시 계명대로 101,,
1280419.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 부산지방검찰청 동부지청,동부지청,051-780-4200,48053.0,부산광역시 해운대구 재반로112번길 19,,
1281441.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 부산지방검찰청 서부지청,서부지청,051-520-4200,46726.0,부산광역시 강서구 명지국제7로 67,,
1280478.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 창원지방검찰청 거창지청,거창지청,055-949-4200,50129.0,경상남도 거창군 거창읍 죽전1길 31,,
1281349.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 창원지방검찰청 마산지청,마산지청,055-259-4200,51736.0,경상남도 창원시 마산합포구 중앙동로 21,,
1280476.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 창원지방검찰청 밀양지청,밀양지청,055-350-4200,50424.0,경상남도 밀양시 밀양대로 1993-20,,
1280470.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 창원지방검찰청 진주지청,진주지청,055-760-4200,52676.0,경상남도 진주시 진양호로 301,,
1280473.0,검찰,검찰청_지청,대검찰청,대검찰청 부산고등검찰청 창원지방검찰청 통영지청,통영지청,055-640-4200,53029.0,경상남도 통영시 용남면 동달안길 67,,
1280271.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 수원지방검찰청 성남지청,성남지청,031-739-4200,13143.0,경기도 성남시 수정구 산성대로 451,,
1280847.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 수원지방검찰청 안산지청,안산지청,031-481-4200,15472.0,경기도 안산시 단원구 광덕서로 73,,
1281280.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 수원지방검찰청 안양지청,안양지청,031-470-4200,14054.0,경기도 안양시 동안구 관평로212번길 52,,
1280276.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 수원지방검찰청 여주지청,여주지청,031-880-4200,12638.0,경기도 여주시 현암로 21-11,,
1280279.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 수원지방검찰청 평택지청,평택지청,031-8053-4200,17848.0,경기도 평택시 평남로 1040,,
1281060.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 의정부지방검찰청 고양지청,고양지청,031-909-4000,10413.0,경기도 고양시 일산동구 장백로 213,,
1280244.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 인천지방검찰청 부천지청,부천지청,032-320-4000,14602.0,경기도 부천시 상일로 127,,
1280291.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 춘천지방검찰청 강릉지청,강릉지청,033-660-4200,25463.0,강원도 강릉시 동해대로 3288-17,,
1280297.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 춘천지방검찰청 속초지청,속초지청,033-630-4200,24822.0,강원도 속초시 법대로 15,,
1280299.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 춘천지방검찰청 영월지청,영월지청,033-371-4200,26228.0,강원도 영월군 영월읍 영월향교1길 53,,
1280294.0,검찰,검찰청_지청,대검찰청,대검찰청 서울고등검찰청 춘천지방검찰청 원주지청,원주지청,033-769-4200,26478.0,강원도 원주시 시청로 139,,
1494354.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 광주고용복지플러스센터,광주고용복지플러스센터,062-609-8500,61240.0,광주광역시 북구 금남로 121,,
1494886.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 광주광산고용복지플러스센터,광주광산고용복지플러스센터,062-960-3200,62328.0,광주광역시 광산구 하남대로 154, 2~3층,,
1494381.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 군산지청 군산고용복지플러스센터,군산고용복지플러스센터,063-450-0600,54079.0,전라북도 군산시 조촌로 62,,
기관코드없음,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 군산지청 부안고용복지플러스센터,부안고용복지플러스센터,063-580-0501,56308.0,전라북도 부안군 번영로 145, 2층 (서외 3-1),,
1494385.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 목포지청 목포고용복지플러스센터,목포고용복지플러스센터,061-280-0500,58748.0,전라남도 목포시 평화로 5,,
1494733.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 목포지청 해남고용복지플러스센터,해남고용복지플러스센터,061-530-2900,59037.0,전라남도 해남군 해남읍 중앙1로 61,,
1494389.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 여수지청 순천고용복지플러스센터,순천고용복지플러스센터,061-720-9114,57966.0,전라남도 순천시 충효로 147,,
1494390.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 여수지청 여수고용복지플러스센터,여수고용복지플러스센터,061-650-0155,59691.0,전라남도 여수시 웅천북로 33,,
1494887.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 익산지청 김제고용복지플러스센터,김제고용복지플러스센터,063-540-8400,54392.0,전라북도 김제시 화동길 105 김제지역자활센터 2층 ,,
1494377.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 익산지청 익산고용복지플러스센터,익산고용복지플러스센터,063-840-6500,54619.0,전라북도 익산시 익산대로52길 11,,
1494903.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 전주지청 남원고용복지플러스센터,남원고용복지플러스센터,063-630-3900,55770.0,전라북도 남원시 향단로 39,,
1494367.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 전주지청 전주고용복지플러스센터,전주고용복지플러스센터,063-270-9100,54936.0,전라북도 전주시 덕진구 태진로 114,,
1494368.0,고용,고용부_고용센터,고용노동부,고용노동부 광주지방고용노동청 전주지청 정읍고용복지플러스센터,정읍고용복지플러스센터,063-530-7500,56178.0,전라북도 정읍시 수정택지3길 28 근로자종합복지관,,
1494526.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 경산고용복지플러스센터,경산고용복지플러스센터,053-667-6800,38622.0,경상북도 경산시 중앙로 85, 3층~4층,,
1494341.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 구미지청 구미고용복지플러스센터,구미고용복지플러스센터,054-440-3300,39281.0,경상북도 구미시 백산로 118 (송정동),,
1494342.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 구미지청 김천고용복지플러스센터,김천고용복지플러스센터,054-429-8900,39547.0,경상북도 김천시 신양 2길 46 (신음동),,
1494794.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 대구강북고용복지플러스센터,대구강북고용복지플러스센터,053-606-8000,41462.0,대구광역시 북구 칠곡중앙대로 318,,
1494525.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 대구고용복지플러스센터,대구고용복지플러스센터,053-667-6000,42020.0,대구광역시 수성구 동대구로 392,,
1494884.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 대구동부고용복지플러스센터,대구동부고용복지플러스센터,053-667-6900,41207.0,대구광역시 동구 아양로 22,,
1494885.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 대구서부지청 대구달성고용복지플러스센터,대구달성고용복지플러스센터,053-605-9510,42984.0,대구광역시 달성군 논공읍 논공중앙로34길 1 (2층),,
1494685.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 대구서부지청 대구서부고용복지플러스센터,대구서부고용복지플러스센터,053-605-6500,41857.0,대구광역시 서구 서대구로 9,,
1494732.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 대구서부지청 칠곡고용복지플러스센터,칠곡고용복지플러스센터,054-970-1919,39890.0,경상북도 칠곡군 왜관읍 중앙로 146,,
1494352.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 안동지청 안동고용복지플러스센터,안동고용복지플러스센터,054-851-8061,36643.0,경상북도 안동시 경동로 400,,
1494349.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 영주지청 문경고용복지플러스센터,문경고용복지플러스센터,054-559-8200,36977.0,경상북도 문경시 매봉1길 67 (문경시산림조합건물),,
1494348.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 영주지청 영주고용복지플러스센터,영주고용복지플러스센터,054-639-1122,36088.0,경상북도 영주시 번영로 88,,
1494539.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 포항지청 경주고용복지플러스센터,경주고용복지플러스센터,054-778-2500,38104.0,경상북도 경주시 원화로 396,,
1494538.0,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 포항지청 포항고용복지플러스센터,포항고용복지플러스센터,054-280-3000,37751.0,경상북도 포항시 북구 중흥로 221,,
기관코드없음,고용,고용부_고용센터,고용노동부,고용노동부 대구지방고용노동청 포항지청 포항고용복지플러스센터 울진출장팀,포항고용복지플러스센터 울진출장팀,054-783-0841,36324.0,경상북도 울진군 울진읍 읍내7길 10, 광명빌딩,,
1494544.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 공주고용센터,공주고용복지플러스센터,041-851-8501,32584.0,충청남도 공주시 번영1로 46,,
1494905.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 논산고용복지플러스센터,논산고용복지플러스센터,041-731-8600,32989.0,충청남도 논산시 시민로 210번길 14-8,,
1494543.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 대전고용복지플러스센터,대전고용복지플러스센터,042-480-6000,35262.0,대전광역시 서구 문정로 56,,
1494415.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 보령지청 보령고용복지플러스센터,보령고용복지플러스센터,041-930-6200,33474.0,충청남도 보령시 보령남로 26,,
1494416.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 보령지청 서산고용복지플러스센터,서산고용복지플러스센터,041-661-5600,31995.0,충청남도 서산시 호수공원1로 22,,
1494904.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 세종고용복지플러스센터,세종고용복지플러스센터,044-865-3219,30026.0,세종특별자치시 조치원읍 터미널안길 60,,
1494402.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 천안지청 천안고용복지플러스센터,천안고용복지플러스센터,041-620-7400,31110.0,충청남도 천안시 서북구 동서대로 163 충남타워빌딩,,
1494394.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 청주지청 청주고용복지플러스센터,청주고용복지플러스센터,043-230-6700,28575.0,충청북도 청주시 서원구 1순환로 642 월드피아오피스텔,,
기관코드없음,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 청주지청 옥천고용복지플러스센터,옥천고용복지플러스센터,043-730-4100,29032.0,충청북도 옥천군 옥천읍 삼양로 8길 4,,
1494888.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 충주지청 음성고용복지플러스센터,음성고용복지플러스센터,043-880-8600,27630.0,충청북도 음성군 금왕읍 무극로 213 (승덕빌딩 2층, 5층),,
1494411.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 충주지청 제천고용복지플러스센터,제천고용복지플러스센터,043-640-9310,27184.0,충청북도 제천시 내토로 441,,
1494410.0,고용,고용부_고용센터,고용노동부,고용노동부 대전지방고용노동청 충주지청 충주고용복지플러스센터,충주고용복지플러스센터,043-850-4000,27428.0,충청북도 충주시 국원대로 13,,
1494124.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 부산고용복지플러스센터,부산고용복지플러스센터,051-860-1919,47209.0,부산광역시 부산진구 중앙대로 993,,
1494231.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 부산동부지청 부산동부고용복지플러스센터,부산동부고용복지플러스센터,051-760-7100,48267.0,부산광역시 수영구 수영로 676 (광안동),,
1494515.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 부산북부지청 부산북부고용복지플러스센터,부산북부고용복지플러스센터,051-330-9900,46524.0,부산광역시 북구 화명대로 9 코스모북부산빌딩,,
1494263.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 양산지청 김해고용복지플러스센터,김해고용복지플러스센터,055-330-6400,50925.0,경상남도 김해시 호계로 441 (부원동),,
기관코드없음,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 양산지청 밀양고용복지플러스센터,밀양고용복지플러스센터,055-350-2800,50423.0,경상남도 밀양시 백민로 69,,
1494264.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 양산지청 양산고용복지플러스센터,양산고용복지플러스센터,055-379-2400,50629.0,경상남도 양산시 중부로 10 (중부동),,
1494255.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 울산지청 울산고용복지플러스센터,울산고용복지플러스센터,052-228-1919,44717.0,울산광역시 남구 화합로 106 (삼산동),,
기관코드없음,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 진주지청 거창고용복지플러스센터,거창고용복지플러스센터,055-949-6589,50143.0,경상남도 거창읍 송정 8길 6,,
1494519.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 진주지청 진주고용센터,진주고용복지플러스센터,055-753-9090,52755.0,경상남도 진주시 진양호로 563 안성빌딩,,
기관코드없음,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 진주지청 하동고용복지플러스센터,하동고용복지플러스센터,055-884-8219,52345.0,경상남도 하동군 진교면 민다리안길 61-3,,
1494246.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 창원지청 마산고용복지플러스센터,마산고용복지플러스센터,055-259-1500,51316.0,경상남도 창원시 마산회원구 3·15대로 628,,
1494245.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 창원지청 창원고용복지플러스센터,창원고용복지플러스센터,055-239-0900,51503.0,경상남도 창원시 성산구 마디미서로 60,,
1494524.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 통영지청 거제고용복지플러스센터,거제고용복지플러스센터,055-730-1919,53252.0,경상남도 거제시 서문로 5길 6, 우형빌딩 3층,,
1494523.0,고용,고용부_고용센터,고용노동부,고용노동부 부산지방고용노동청 통영지청 통영고용복지플러스센터,통영고용복지플러스센터,055-650-1800,53016.0,경상남도 통영시 광도면 죽림1로 69,,
1493958.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울강남지청 서울강남고용복지플러스센터,서울강남고용복지플러스센터,02-3468-4794,6192.0,서울특별시 강남구 테헤란로 410 (대치동) 금강타워,,
1493945.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울고용복지플러스센터,서울고용복지플러스센터,02-2004-7301,4541.0,서울특별시 중구 삼일대로 363 장교빌딩,,
1494006.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울관악지청 서울관악고용복지플러스센터,서울관악고용복지플러스센터,02-3282-9200,8378.0,서울특별시 구로구 디지털로 34길 27 대륭포스트타워 2,3층,,
1494880.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울남부지청 서울강서고용복지플러스센터,서울강서고용복지플러스센터,02-2063-6700,7526.0,서울특별시 강서구 양천로57길 10-10 탐라영재관 2,3층,,
1493988.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울남부지청 서울남부고용센터,서울남부고용복지플러스센터,02-2639-2300,7262.0,서울특별시 영등포구 선유로 120,,
1493971.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울동부지청 서울동부고용복지플러스센터,서울동부고용복지플러스센터,02-2142-8924,5717.0,서울특별시 송파구 중대로 135 IT벤처타워 동관,,
1493997.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울북부지청 서울북부고용센터,서울북부고용센터,02-2171-1700,1762.0,서울특별시 노원구 노해로 450 (상계동),,
1493980.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서울서부지청 서울서부고용복지플러스센터,서울서부고용복지플러스센터,02-2077-6000,4157.0,서울특별시 마포구 마포대로 63-8 (도화동) 삼창플라자,,
1494666.0,고용,고용부_고용센터,고용노동부,고용노동부 서울지방고용노동청 서초고용센터,서초고용센터,02-580-4900,6671.0,서울특별시 서초구 반포대로 43 코스모빌딩,,
1494558.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 강릉지청 강릉고용복지플러스센터,강릉고용복지플러스센터,033-610-1919,25528.0,강원도 강릉시 강원대로 176 (구)신협건물,,
1494559.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 강릉지청 속초고용복지플러스센터,속초고용복지플러스센터,033-630-1919,24872.0,강원도 속초시 동해대로 4178,,
1494660.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 강원지청 춘천고용복지플러스센터,춘천고용복지플러스센터,033-250-1900,24415.0,강원도 춘천시 퇴계농공로 9 넥서스프라자빌딩,,
1494649.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 경기지청 수원고용복지플러스센터,수원고용복지플러스센터,031-231-7864,16483.0,경기도 수원시 팔달구 경수대로 584 신동아파스텔,,
1494650.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 경기지청 용인고용복지플러스센터,용인고용복지플러스센터,031-289-2210,16977.0,경기도 용인시 기흥구 강남로 3 강남앤플러스빌딩,,
1494678.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 경기지청 화성고용복지플러스센터,화성고용복지플러스센터,031-290-0800,18302.0,경기도 화성시 봉담읍 동화길 85 이원타워,,
1494492.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 고양지청 고양고용복지플러스센터,고양고용복지플러스센터,031-920-3937,10364.0,경기도 고양시 일산동구 고봉로 32-16,,
1494882.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 고양지청 파주고용복지플러스센터,파주고용복지플러스센터,031-860-0401,10930.0,경기도 파주 중앙로 328 MH타워 8층,,
1494457.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 부천지청 김포고용복지플러스센터,김포고용복지플러스센터,031-999-0900,10083.0,경기도 김포시 김포한강4로 125 월드타워,,
1494456.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 부천지청 부천고용복지플러스센터,부천고용복지플러스센터,032-320-8900,14530.0,경기도 부천시 길주로 351 뉴월드빌딩,,
1494674.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 성남지청 경기광주고용복지플러스센터,경기광주고용복지플러스센터,031-799-2760,12757.0,경기도 광주시 광주대로 62,,
1494504.0,고용,고용부_고용센터,고용노동부,고용노동부 중부지방고용노동청 성남지청 성남고용복지플러스센터,성남고용복지플러스센터,031-739-3177,13627.0,경기도 성남시 분당구 성남대로 146,,
